,nums,labels
0,sekshundrede og femogtreds; syvhundrede og syvogtredive,1
27135,sekshundrede og fireogfyrre; trehundrede og femogtredive,0
27136,otteogtyve; syvhundrede og treogfyrre,1
27137,ottehundrede og niogfyrre; firehundrede og otteogfyrre,0
27138,firehundrede og treogfyrre; trehundrede og halvfems,0
27139,firehundrede og femoghalvfems; femhundrede og fireoghalvfjerds,1
27140,ottehundrede og niogfyrre; firehundrede og femogtreds,0
27141,tohundrede og seksogtreds; nihundrede og seksogtredive,1
27142,sekshundrede og otteogtyve; firehundrede og syvogtredive,0
27143,femhundrede og femoghalvfjerds; syvhundrede og seksogfirs,1
27144,firehundrede og seksoghalvfems; tohundrede og otteogtyve,0
27145,ottehundrede og toogfirs; sekshundrede og tolv,0
27146,trehundrede og fjorten; tohundrede og tooghalvfjerds,0
27147,tohundrede og sytten; ethundrede og tolv,0
27148,tooghalvtreds; ottehundrede og to,1
27149,toogtyve; fireoghalvtreds,1
27150,femhundrede og fjorten; ethundrede og enogtredive,0
27151,treogfyrre; syvhundrede og femogtyve,1
27152,sekshundrede og seks; syvhundrede og fire,1
27153,femhundrede og otteogfyrre; ethundrede og treogtreds,0
27154,nihundrede og seksoghalvfems; femhundrede og toogtredive,0
27155,sekshundrede og toogtreds; syvhundrede og otteoghalvfems,1
27156,nihundrede og nioghalvfems; firehundrede og niogfirs,0
27157,tohundrede og otteoghalvfjerds; ottehundrede og femten,1
27158,seks; tohundrede og treoghalvtreds,1
27159,trehundrede og tyve; sekshundrede og halvfems,1
27160,tohundrede og otteoghalvtreds; otteogfirs,0
27161,ethundrede og seksogfirs; tohundrede og nitten,1
27162,ethundrede og seksogtredive; firehundrede og fireoghalvfjerds,1
27163,tohundrede og niogfirs; ethundrede og syvogtreds,0
27164,femoghalvfjerds; ottehundrede og otte,1
27165,femhundrede og syvogfirs; ethundrede og fyrre,0
27166,sekshundrede og to; femhundrede og tre,0
27167,sekshundrede og enoghalvtreds; ottehundrede og ti,1
27168,tohundrede og tyve; femhundrede og syvoghalvfjerds,1
27169,sekshundrede og fire; nihundrede og femogfirs,1
27170,syvogfirs; trehundrede og femogtyve,1
27171,ethundrede og fireogtreds; ethundrede og sytten,0
27172,tohundrede og syvogfyrre; tohundrede og enogtyve,0
27173,sekshundrede og fireoghalvfjerds; femhundrede og tooghalvtreds,0
27174,tohundrede og femten; tohundrede og elleve,0
27175,femhundrede og enoghalvfjerds; nihundrede og femoghalvfjerds,1
27176,ethundrede og fireoghalvfjerds; tohundrede og ti,1
27177,syvhundrede og tyve; syvhundrede og halvtreds,1
27178,syvogtyve; trehundrede og otteogtreds,1
27179,ottehundrede og femogtredive; syvhundrede og syvogfyrre,0
27180,sekshundrede og toogtyve; firehundrede og syvogtyve,0
27181,ottehundrede og otteogtreds; fem,0
27182,syvhundrede og niogfyrre; fire,0
27183,syvhundrede og syvogtreds; trehundrede og to,0
27184,ethundrede og otteogtredive; trehundrede og ni,1
27185,firehundrede og et; sekshundrede og syvoghalvfems,1
27186,ethundrede og syvoghalvfems; femhundrede og treoghalvfems,1
27187,trehundrede og treogtreds; nihundrede og fjorten,1
27188,nihundrede og treogtredive; firehundrede og halvfems,0
27189,tohundrede og tooghalvfjerds; tohundrede og otteogfyrre,0
27190,firehundrede og enogfirs; nihundrede og syvogfyrre,1
27191,ottehundrede og toogtredive; syvhundrede og toogtredive,0
27192,elleve; trehundrede og niogtredive,1
27193,nihundrede og femogtyve; tohundrede og femogtyve,0
27194,tohundrede og syvoghalvfems; ottehundrede og enogfirs,1
27195,ottehundrede og tyve; femhundrede og tredive,0
27196,femhundrede og femten; syvhundrede og halvfjerds,1
27197,trehundrede og tooghalvfems; femhundrede og syvoghalvfems,1
27198,halvfems; ottehundrede og niogfyrre,1
27199,sekshundrede og femogfirs; syvogfirs,0
27200,ethundrede og elleve; tohundrede og toogtreds,1
27201,ethundrede og enogtyve; nihundrede og tooghalvtreds,1
27202,fjorten; firehundrede og tredive,1
27203,seksogfirs; ethundrede og halvfjerds,1
27204,syvhundrede og syvoghalvfjerds; firehundrede og treogtreds,0
27205,trehundrede og firs; nihundrede og fire,1
27206,ethundrede og treoghalvtreds; fjorten,0
27207,ottehundrede og nioghalvfems; tohundrede og seksogfirs,0
27208,niogtredive; femhundrede og otteogtredive,1
27209,trehundrede og tooghalvfjerds; femhundrede og fireogfirs,1
27210,firehundrede og tooghalvtreds; tohundrede og otteogfirs,0
27211,nihundrede og toogtreds; firehundrede og treoghalvfjerds,0
27212,ethundrede og syvoghalvtreds; firehundrede og niogfirs,1
27213,sekshundrede og tooghalvtreds; sekshundrede og seksoghalvtreds,1
27214,syvhundrede og treoghalvfems; tohundrede og toogtyve,0
27215,trehundrede og treogtreds; tooghalvfjerds,0
27216,trehundrede og femoghalvfjerds; ottehundrede og femoghalvtreds,1
27217,femhundrede og treoghalvfjerds; tohundrede og tyve,0
27218,femhundrede og seksogfirs; nihundrede og fireogtreds,1
27219,syvhundrede og femogtyve; femogtreds,0
27220,ethundrede og enoghalvfems; firehundrede og tre,1
27221,trehundrede og treogtyve; trehundrede og syvoghalvtreds,1
27222,ethundrede og otteogfyrre; nihundrede og femoghalvfems,1
27223,ottehundrede og niogtyve; nihundrede og treds,1
27224,syvhundrede og atten; tohundrede og otteogfirs,0
27225,sekshundrede og fireoghalvtreds; tohundrede og halvfems,0
27226,tohundrede og femogtredive; trehundrede og nitten,1
27227,ethundrede og fireogtredive; syvhundrede og syvogtredive,1
27228,trehundrede og toogtyve; tohundrede og otteoghalvfjerds,0
27229,tohundrede og syvogtyve; firehundrede og syvogfyrre,1
27230,syvhundrede og otte; sekshundrede og niogfirs,0
27231,fyrre; firehundrede og otteoghalvfjerds,1
27232,trehundrede og otteoghalvtreds; tohundrede og femoghalvfems,0
27233,treoghalvtreds; firehundrede og fire,1
27234,otteogtredive; tooghalvfems,1
27235,firehundrede og nioghalvtreds; femhundrede og seksten,1
27236,nihundrede og syvoghalvfjerds; tohundrede og niogfyrre,0
27237,sekshundrede og ti; femhundrede og femten,0
27238,femhundrede og otteoghalvfjerds; sekshundrede og toogtreds,1
27239,ottehundrede og otte; femhundrede og elleve,0
27240,syvhundrede og treogtreds; syvhundrede og syvoghalvtreds,0
27241,ethundrede og otteogfyrre; ethundrede og treogtredive,0
27242,ethundrede og fire; syvhundrede og seksogtreds,1
27243,tohundrede og enogtreds; trehundrede og syvoghalvfems,1
27244,femhundrede og fireoghalvtreds; halvtreds,0
27245,fireoghalvtreds; ottehundrede og ti,1
27246,ethundrede og toogfirs; firehundrede og fire,1
27247,ethundrede og otte; ottehundrede og fireogfirs,1
27248,ethundrede og niogtyve; niogfyrre,0
27249,sekshundrede og syvoghalvtreds; tohundrede og seksogtyve,0
27250,femhundrede og seksogtyve; tohundrede og otteogtredive,0
27251,ethundrede og treoghalvtreds; ottehundrede og enogfirs,1
27252,nihundrede og tooghalvfems; trehundrede og toogtyve,0
27253,syvhundrede og otteoghalvtreds; nihundrede og syvogfyrre,1
27254,nihundrede og treogtredive; ottehundrede og niogfyrre,0
27255,syvhundrede og nioghalvfems; ethundrede og treoghalvfjerds,0
27256,trehundrede og syvogfyrre; femhundrede og treoghalvtreds,1
27257,tohundrede og halvtreds; femogtyve,0
27258,syvhundrede og tooghalvtreds; seksogfyrre,0
27259,trehundrede og et; ottehundrede og nitten,1
27260,syvhundrede og treogfirs; firehundrede og firs,0
27261,sekshundrede og fireogfyrre; sekshundrede og femoghalvtreds,1
27262,sekshundrede og niogtreds; tohundrede og toogtreds,0
27263,sekshundrede og firs; trehundrede og otteogfirs,0
27264,nihundrede og toogtredive; tohundrede og femten,0
27265,ethundrede og et; ottehundrede og toogtyve,1
27266,firehundrede og otteogtreds; sekshundrede og seks,1
27267,firehundrede og syvoghalvtreds; nihundrede og fireoghalvfjerds,1
27268,firehundrede og nitten; femhundrede og syvoghalvfjerds,1
27269,syvhundrede og ni; ethundrede og syvogtreds,0
27270,sekshundrede og syvogfyrre; ethundrede og fireogtredive,0
27271,sekshundrede og femogtyve; tohundrede og treogtyve,0
27272,nihundrede og treogtreds; nihundrede og treoghalvfjerds,1
27273,syvhundrede og enogtredive; tre,0
27274,syvhundrede og fem; firehundrede og toogtreds,0
27275,syvhundrede og seksoghalvfems; firehundrede og seksoghalvfjerds,0
27276,ottehundrede og elleve; tohundrede,0
27277,femhundrede og treogtreds; firehundrede og seksogtyve,0
27278,syvhundrede og treds; femhundrede og syvogfyrre,0
27279,syvhundrede og nioghalvfems; nihundrede og ni,1
27280,syvhundrede; trehundrede og syvogfyrre,0
27281,ethundrede og seksogtreds; femogfirs,0
27282,ottehundrede og seksogtyve; firehundrede og seksogtreds,0
27283,ethundrede; tohundrede og firs,1
27284,ottehundrede og otteogtyve; ottehundrede og fireogtreds,1
27285,femhundrede og fireoghalvfjerds; syvhundrede og seksogtyve,1
27286,ethundrede og femogfirs; tohundrede og treogfyrre,1
27287,nihundrede og fjorten; firehundrede og fireogtredive,0
27288,enoghalvfems; ottehundrede og enogtyve,1
27289,tohundrede og niogtyve; syvogtyve,0
27290,sekshundrede og seksten; tohundrede og to,0
27291,femhundrede og fireoghalvtreds; ethundrede og enogtreds,0
27292,ottehundrede og fireogtredive; femhundrede og enogfirs,0
27293,femhundrede og ti; sekshundrede og tolv,1
27294,sekshundrede og to; tohundrede og otteoghalvfems,0
27295,femhundrede og fjorten; syvhundrede og tre,1
27296,syvhundrede og fireogfirs; trehundrede og treogtredive,0
27297,ottehundrede og fjorten; otteoghalvfjerds,0
27298,toogtreds; ottehundrede og otteogtredive,1
27299,nihundrede og treogfirs; tohundrede og halvfems,0
27300,sekshundrede og fireogtreds; sekshundrede og treoghalvfjerds,1
27301,trehundrede og toogfirs; sekshundrede og enogfirs,1
27302,sekshundrede og treogtyve; syvhundrede og otteogtreds,1
27303,femhundrede og tretten; sekshundrede og tooghalvfems,1
27304,firehundrede og firs; tohundrede og seksoghalvfjerds,0
27305,otteogtyve; tohundrede og femoghalvfems,1
27306,nihundrede og treogtreds; femhundrede og syvogtyve,0
27307,femhundrede og elleve; otteoghalvfjerds,0
27308,firehundrede og fireogfirs; tohundrede og treoghalvfems,0
27309,firehundrede og otteogtredive; toogfirs,0
27310,nihundrede og treogfirs; ethundrede og tooghalvfems,0
27311,firehundrede og fireogtredive; sekshundrede og syvogfirs,1
27312,ethundrede og seks; nihundrede og tolv,1
27313,trehundrede og enogfirs; seksten,0
27314,trehundrede og syvogtredive; tohundrede og halvtreds,0
27315,firehundrede og fireogfirs; firehundrede og halvfems,1
27316,ethundrede og fireogfirs; ethundrede og ni,0
27317,trehundrede og seksogtredive; trehundrede og toogtredive,0
27318,firehundrede og enoghalvtreds; sekshundrede og tooghalvfems,1
27319,trehundrede og tretten; syvhundrede og treoghalvfems,1
27320,trehundrede og otteogfirs; nihundrede og femogfyrre,1
27321,ottehundrede og treogtyve; ottehundrede og tooghalvfems,1
27322,ethundrede og enoghalvfems; tohundrede og femoghalvtreds,1
27323,tohundrede og seksogfyrre; sekshundrede og niogtredive,1
27324,ottehundrede og niogfirs; femhundrede og syvoghalvfjerds,0
27325,firehundrede og niogfirs; ethundrede og niogfyrre,0
27326,tohundrede og fireogtreds; ottehundrede og enogfirs,1
27327,sekshundrede og otteoghalvfems; trehundrede og treogfirs,0
27328,ethundrede og otteoghalvfjerds; tohundrede og treogfyrre,1
27329,ethundrede og otteogfirs; nihundrede og fireoghalvfjerds,1
27330,femhundrede og tre; nihundrede og syvoghalvfjerds,1
27331,nihundrede og otteogtreds; seksogtreds,0
27332,femhundrede og treogtredive; ottehundrede og seksoghalvtreds,1
27333,firehundrede og syvoghalvfems; femhundrede og sytten,1
27334,femhundrede og niogtyve; nihundrede og halvtreds,1
27335,syvogtyve; trehundrede og fireogtyve,1
27336,femhundrede og nioghalvfjerds; ethundrede og treogfyrre,0
27337,nihundrede og syvoghalvfems; firehundrede og enogtyve,0
27338,femten; ottehundrede og toogfyrre,1
27339,firehundrede og femogfyrre; ethundrede og enogfirs,0
27340,firehundrede og otteogfirs; femhundrede og toogtreds,1
27341,ottehundrede og fireogtreds; ethundrede og syvogfirs,0
27342,syvhundrede og treoghalvtreds; tohundrede og tretten,0
27343,femhundrede og syvoghalvfems; femhundrede og toogfyrre,0
27344,nihundrede og fyrre; ottehundrede og tooghalvtreds,0
27345,tohundrede og fireogfirs; femogfirs,0
27346,ottehundrede og otteoghalvfjerds; tohundrede og treoghalvfems,0
27347,sekshundrede og halvtreds; tohundrede og halvfems,0
27348,syvhundrede og syvogtreds; femten,0
27349,syvhundrede og to; sekshundrede og tooghalvfjerds,0
27350,tohundrede og treogfirs; ottehundrede og treogtyve,1
27351,femhundrede og treogfirs; treogfyrre,0
27352,tohundrede og fire; ethundrede og treogtyve,0
27353,ottehundrede og enogtreds; firehundrede og toogfyrre,0
27354,firehundrede og syvoghalvfems; tohundrede og treoghalvtreds,0
27355,ethundrede; trehundrede og femoghalvfjerds,1
27356,syvhundrede og elleve; femhundrede og otteogfirs,0
27357,trehundrede og seksten; firehundrede og femoghalvtreds,1
27358,enoghalvtreds; ethundrede og toogtyve,1
27359,ethundrede og tooghalvfems; nihundrede og fireoghalvfjerds,1
27360,syvhundrede og seksogtredive; sekshundrede og seksogtreds,0
27361,ottehundrede og syvogtredive; firehundrede og fire,0
27362,tohundrede og niogtyve; ethundrede og fireoghalvfems,0
27363,tohundrede og halvfems; syvhundrede og niogtredive,1
27364,ethundrede og ti; to,0
27365,ottehundrede og tyve; ottehundrede og otteogtreds,1
27366,ethundrede og fireogtredive; trehundrede og seksogtyve,1
27367,fireoghalvfems; trehundrede og enogtyve,1
27368,ottehundrede og fireoghalvtreds; trehundrede og seksogtyve,0
27369,firehundrede og tooghalvfems; trehundrede og nioghalvtreds,0
27370,enogfyrre; trehundrede og femogfirs,1
27371,tohundrede og treoghalvfems; tohundrede og enoghalvfjerds,0
27372,femhundrede og femoghalvtreds; tohundrede og fem,0
27373,ethundrede og seksoghalvfjerds; tohundrede og femoghalvtreds,1
27374,tohundrede og enogtreds; sekshundrede og niogtreds,1
27375,ethundrede og syvoghalvfems; femhundrede og fyrre,1
27376,syvogtredive; tohundrede og treogfyrre,1
27377,syvhundrede og elleve; syvhundrede og treogfyrre,1
27378,ottehundrede og treoghalvfjerds; ottehundrede og enogfyrre,0
27379,tohundrede og niogtreds; femhundrede og fireogfyrre,1
27380,femhundrede og syvogfirs; ethundrede og niogtreds,0
27381,ottehundrede og femogfirs; firehundrede og otteogfirs,0
27382,ethundrede og fire; tohundrede og enoghalvtreds,1
27383,syvhundrede og femoghalvfjerds; nihundrede og treoghalvfems,1
27384,femhundrede og firs; firehundrede og syvoghalvfjerds,0
27385,firehundrede og treoghalvtreds; ottehundrede og to,1
27386,ottehundrede og enoghalvtreds; nihundrede og seksten,1
27387,nihundrede og femogfyrre; nihundrede og elleve,0
27388,tretten; ethundrede og femogfyrre,1
27389,syvhundrede og tretten; syvhundrede og enoghalvfems,1
27390,nihundrede og toogtyve; tohundrede og seksten,0
27391,firehundrede og femogtredive; femogtreds,0
27392,femhundrede og fireogfyrre; ottehundrede og niogtredive,1
27393,ottehundrede og tooghalvfjerds; syvhundrede og otteoghalvfems,0
27394,ethundrede og fireogtreds; femhundrede og enogtreds,1
27395,femhundrede og syv; sekshundrede og otteogfyrre,1
27396,ottehundrede og treogtyve; femten,0
27397,ethundrede og seks; firehundrede og enoghalvtreds,1
27398,ethundrede og to; ottehundrede og fireogfyrre,1
27399,ethundrede og tooghalvfems; ottehundrede og seksoghalvfjerds,1
27400,tohundrede og enogfirs; atten,0
27401,femhundrede og treogfirs; ottehundrede og syvogtyve,1
27402,ottehundrede og nioghalvtreds; syvoghalvfjerds,0
27403,ottehundrede og fireogtyve; ottehundrede og fjorten,0
27404,tohundrede og elleve; syvhundrede og nitten,1
27405,ottehundrede og toogtyve; syv,0
27406,femhundrede og otteogtyve; sekshundrede og tyve,1
27407,trehundrede og otteogtyve; syvhundrede og femogfyrre,1
27408,ethundrede og otteoghalvtreds; fireogtreds,0
27409,tohundrede og seksoghalvtreds; otteoghalvfjerds,0
27410,firehundrede og enogtredive; seksoghalvfems,0
27411,femhundrede; ethundrede og treogtyve,0
27412,fire; nihundrede og otteogtyve,1
27413,trehundrede og fjorten; tohundrede og niogtyve,0
27414,ottehundrede og otteogfirs; tohundrede og tooghalvtreds,0
27415,tohundrede og syvoghalvtreds; femhundrede og seksogtredive,1
27416,firehundrede og seksoghalvfjerds; syvhundrede og syvogtyve,1
27417,ethundrede og femogtredive; firehundrede og toogtredive,1
27418,tohundrede og syv; trehundrede og fireoghalvtreds,1
27419,syvhundrede og fem; trehundrede og fem,0
27420,ethundrede og tyve; trehundrede og seksten,1
27421,sekshundrede og toogfyrre; seksoghalvtreds,0
27422,nihundrede og tre; femhundrede og fireogtredive,0
27423,nihundrede og nitten; ottehundrede og femoghalvtreds,0
27424,tohundrede og toogfirs; otteogtredive,0
27425,nihundrede og tretten; sekshundrede og niogfyrre,0
27426,firehundrede og enogfirs; femhundrede og otteoghalvfems,1
27427,ethundrede og seks; trehundrede og tre,1
27428,femhundrede og fireoghalvfems; trehundrede og femogtredive,0
27429,sekshundrede og fire; nihundrede og enogfirs,1
27430,trehundrede og treogtyve; trehundrede og seksoghalvfjerds,1
27431,tohundrede og syvogfyrre; tohundrede og treoghalvfjerds,1
27432,tohundrede og tre; trehundrede og atten,1
27433,tohundrede og otteogtyve; ottehundrede og toogfirs,1
27434,sekshundrede og niogfirs; fireogtreds,0
27435,femhundrede og nioghalvtreds; firehundrede og fire,0
27436,trehundrede og treogfirs; tohundrede og femoghalvtreds,0
27437,trehundrede og fire; nioghalvfjerds,0
27438,ottehundrede og enogtyve; sekshundrede og tyve,0
27439,tohundrede og otteogtyve; nihundrede og otteoghalvfjerds,1
27440,firehundrede og femogtreds; femhundrede og enoghalvtreds,1
27441,sekshundrede og fireogtreds; sekshundrede og tyve,0
27442,tohundrede og syvoghalvfems; tohundrede og niogtyve,0
27443,tohundrede og enogfyrre; sekshundrede og enogfirs,1
27444,ethundrede og otte; syvhundrede og seksoghalvtreds,1
27445,femhundrede og syv; femhundrede og niogfyrre,1
27446,trehundrede og seksogtredive; sekshundrede og fireogtreds,1
27447,nitten; trehundrede og seksogtredive,1
27448,ottehundrede og tolv; tohundrede og otte,0
27449,ethundrede og syvogtredive; trehundrede og tolv,1
27450,nihundrede og toogtreds; ottehundrede og enogfyrre,0
27451,tohundrede og fem; nihundrede og fireogtyve,1
27452,otteoghalvfjerds; nihundrede og treogfyrre,1
