,nums,labels
0,cent quarante huit; cent soixante dix neuf,1
22685,sept cent quatre vingt deux; quatre cent trente huit,0
22686,cent quatre vingt quatorze; trois cent cinquante deux,1
22687,sept cent trente neuf; huit cent quarante quatre,1
22688,huit cent vingt neuf; deux cent quatre vingt quatorze,0
22689,soixante cinq; trois cent trente quatre,1
22690,six cent soixante neuf; vingt deux,0
22691,neuf cent douze; cent quatre vingt huit,0
22692,huit cent soixante; sept cent quatre vingt dix sept,0
22693,cinquante neuf; neuf cent quatre vingt un,1
22694,trois cent soixante dix; sept cent soixante dix,1
22695,cinq cent soixante quatre; sept cent huit,1
22696,trois cent trente quatre; trois cent quarante neuf,1
22697,neuf cent quarante cinq; neuf cent cinquante et un,1
22698,cent quatre vingt dix sept; sept cent quatre vingt treize,1
22699,sept cents; huit cent soixante dix,1
22700,neuf cent soixante seize; neuf cent cinq,0
22701,cent quatre vingt un; neuf cent douze,1
22702,quatre cent cinquante trois; six cent quatre vingt quatre,1
22703,huit cent trente; quatre cent quatre vingt dix neuf,0
22704,trois cent cinquante six; cinq cent quatre vingt onze,1
22705,quatre cent cinq; cinq cent cinquante neuf,1
22706,six cent cinq; sept cent dix neuf,1
22707,soixante douze; huit cent quatre vingt quatre,1
22708,huit cent quarante six; quatre cent quatre vingt un,0
22709,quatre cent soixante seize; sept cent quatre vingts,1
22710,cent dix huit; six cent treize,1
22711,deux cent soixante dix; trois cent trente et un,1
22712,quatre cent soixante seize; cinq cent cinq,1
22713,cent quatre vingt six; huit cent quatorze,1
22714,cinq cent soixante et un; trente six,0
22715,cent dix; neuf cent quatre vingt six,1
22716,neuf cent soixante dix neuf; trois cent dix,0
22717,trois cent quatre vingt treize; cinquante,0
22718,cent dix neuf; cinq cent quarante sept,1
22719,six cent soixante et un; quatre cent quarante deux,0
22720,trois cent vingt deux; trois cent trente huit,1
22721,huit cent cinquante cinq; deux cent onze,0
22722,six cent quatre vingt dix sept; huit cent trente,1
22723,deux cent soixante dix; cent douze,0
22724,huit cent quarante trois; quarante deux,0
22725,trois cent quarante neuf; huit cent dix,1
22726,six cent soixante dix huit; deux cent trente huit,0
22727,deux cent quatre vingt seize; neuf cent un,1
22728,huit cent deux; cinquante huit,0
22729,trois cent cinquante neuf; cinq cent quarante et un,1
22730,deux cent cinquante et un; six cent quatre vingt huit,1
22731,quatre cent cinquante huit; huit cent trente neuf,1
22732,quatre cent soixante quatorze; quatre cent quatre vingts,1
22733,sept cent quatre vingt treize; trois cent vingt et un,0
22734,sept cent quarante six; huit cent quarante huit,1
22735,trois cent soixante; cent quatre vingt un,0
22736,huit cent un; six cent onze,0
22737,deux cent dix; trois cent soixante treize,1
22738,cent vingt deux; deux cent onze,1
22739,six cent soixante quinze; trois cent neuf,0
22740,six cent quatre vingt deux; sept cent quatre vingt treize,1
22741,six cent cinquante huit; trois cent quatre,0
22742,cinq cent dix; huit cent quinze,1
22743,huit cent trente trois; six cent soixante et onze,0
22744,six cent trente quatre; deux cent huit,0
22745,cent dix sept; sept cent trente quatre,1
22746,quatre vingt douze; trois cent cinq,1
22747,six cent vingt cinq; neuf cent quatre vingt dix neuf,1
22748,trois cent trente neuf; neuf cent cinquante six,1
22749,quatre cent quarante sept; huit cent quatre vingt dix,1
22750,cent quatre vingt quatorze; neuf cent vingt six,1
22751,cent quarante cinq; neuf cent cinq,1
22752,deux cent soixante cinq; six cent quatre vingt quinze,1
22753,huit cent neuf; quatre cent quatre vingt douze,0
22754,deux cent quarante cinq; trois cent quatre vingt cinq,1
22755,neuf cent trente neuf; huit cent trente trois,0
22756,six cent vingt deux; trois cent soixante dix huit,0
22757,cent trente huit; quatre cent soixante huit,1
22758,sept cent soixante quatre; six cent quarante trois,0
22759,neuf cent cinquante neuf; huit cent douze,0
22760,huit cent quatre vingt onze; deux,0
22761,cent six; cinq cent six,1
22762,cent quatre; sept cent soixante neuf,1
22763,deux cent soixante; trois cent trente neuf,1
22764,cent quarante six; huit cent quatre vingt dix sept,1
22765,cent quatre vingt trois; quatre vingt huit,0
22766,huit cent soixante dix sept; neuf cent quatre vingt six,1
22767,six cent quatre vingt sept; huit cent quatre vingt seize,1
22768,neuf cent onze; trois cent dix neuf,0
22769,deux cent cinquante neuf; sept cent treize,1
22770,huit cent soixante deux; trois cent vingt cinq,0
22771,neuf cent quinze; trois cent soixante dix huit,0
22772,quatre vingt un; soixante trois,0
22773,cent vingt six; huit cent quatre vingt dix,1
22774,cinq cent soixante quatre; sept cent quarante cinq,1
22775,trois cent quarante et un; sept cent quatre vingt sept,1
22776,trois cent dix neuf; trois cent sept,0
22777,cinq cent vingt six; trois cent trente et un,0
22778,quatre cent deux; sept cent quatre vingt cinq,1
22779,trois cent quatre vingt dix sept; neuf cent quatre vingt un,1
22780,cinq cent quatre vingt huit; sept cent cinquante sept,1
22781,huit cent vingt huit; trois cent quatorze,0
22782,neuf cent quatre vingts; huit cent douze,0
22783,trois cent soixante seize; quatre cent quarante trois,1
22784,huit cent quatre vingt neuf; neuf cent dix neuf,1
22785,cent douze; neuf cent cinquante quatre,1
22786,deux cent quarante huit; trois cent soixante dix sept,1
22787,cinq cent vingt quatre; sept cent quatre vingt quatorze,1
22788,neuf cent soixante trois; huit cent quatre vingt quatorze,0
22789,sept cent quatre; soixante douze,0
22790,dix sept; trois cent trente quatre,1
22791,quatre cent sept; quarante,0
22792,quatre vingt huit; neuf cent huit,1
22793,deux cent cinquante deux; cinq cent vingt neuf,1
22794,trois cent trente quatre; neuf cent soixante quatorze,1
22795,trois cent dix sept; huit cent treize,1
22796,sept cent trente deux; cinq cent quinze,0
22797,vingt six; neuf cent vingt deux,1
22798,quatre cent quatorze; huit cent deux,1
22799,deux cent soixante quinze; sept cent soixante et un,1
22800,cent quatre vingt quatre; dix sept,0
22801,sept cent quarante trois; trois cent quatre vingt quatorze,0
22802,six cent soixante trois; deux cents,0
22803,quatre cent sept; neuf cent quarante quatre,1
22804,cent soixante cinq; trente huit,0
22805,neuf cent cinquante; quarante neuf,0
22806,neuf cent six; soixante et onze,0
22807,huit cent soixante et un; trois cent vingt sept,0
22808,neuf cent soixante treize; trente sept,0
22809,deux cent vingt; huit cent soixante sept,1
22810,trois cent vingt sept; trois cent dix huit,0
22811,quatre cent dix neuf; cent sept,0
22812,soixante quatre; cinq cent soixante et onze,1
22813,deux cent quatre vingt huit; trois cent trente quatre,1
22814,six cent trente cinq; sept cent quatorze,1
22815,sept cent quarante quatre; sept cent vingt neuf,0
22816,trois cent quarante neuf; six cent quatre vingt trois,1
22817,trois cent vingt cinq; deux cent deux,0
22818,neuf cent trente trois; quatre cent quatre,0
22819,cent soixante quinze; cent dix,0
22820,huit cent quatre vingt dix sept; sept cent soixante deux,0
22821,quarante quatre; cent douze,1
22822,deux cent quarante huit; sept cent soixante trois,1
22823,quatre cent seize; neuf cent soixante et un,1
22824,quatre cent soixante quatre; trois cent soixante et onze,0
22825,six cent quatre vingt cinq; neuf cent dix neuf,1
22826,quatre cent cinquante quatre; quatre cent cinquante trois,0
22827,trois cent soixante six; neuf cent quatorze,1
22828,sept cent trente neuf; deux cent vingt trois,0
22829,trois cent quatorze; huit cent vingt trois,1
22830,quinze; cinq cent dix neuf,1
22831,neuf cent onze; cent quarante,0
22832,quatre cent quarante deux; huit cent vingt deux,1
22833,quatre cent quarante neuf; sept,0
22834,trois cent quatre vingt dix sept; deux cent seize,0
22835,cinq cent dix huit; huit cent vingt sept,1
22836,quatre cent soixante deux; trois cent trente neuf,0
22837,quatre cent dix neuf; cinq cent quatre vingt un,1
22838,quatre cent quatre; deux cent quatre vingts,0
22839,trois cent quatre vingt dix neuf; neuf cent quatre,1
22840,deux cent trente deux; trois cent trente huit,1
22841,trois cent quatre vingt dix sept; cent onze,0
22842,deux cent quatorze; cinq cent trente cinq,1
22843,six cent vingt six; quatre cent douze,0
22844,treize; neuf cent quatorze,1
22845,sept cent quatre vingt dix; six cent soixante quatorze,0
22846,neuf cent soixante douze; sept cent soixante sept,0
22847,trois cent quatre vingt neuf; six cent dix huit,1
22848,huit cent soixante sept; cinquante cinq,0
22849,neuf cent vingt sept; six cent vingt deux,0
22850,huit cent quatorze; sept cent quatre vingt sept,0
22851,cent seize; six cent douze,1
22852,cent trois; huit cent vingt et un,1
22853,cinq cent quatre vingt huit; deux cent quatre vingt dix neuf,0
22854,sept cent quinze; huit cent quinze,1
22855,trois cent soixante; cent cinquante trois,0
22856,quatre cent quatre vingt dix neuf; quatre cent quatre vingts,0
22857,cent soixante huit; six cent dix huit,1
22858,huit cent quatre vingt neuf; trois cent quatre vingts,0
22859,six cent quatre vingt quatorze; deux cent vingt,0
22860,huit cent soixante dix sept; neuf cent quatre vingt quinze,1
22861,six cent vingt et un; trois cent soixante sept,0
22862,six cent quatre vingt dix neuf; trois cent quatre vingt un,0
22863,sept cent quatre vingt seize; cinq cent quatre vingt seize,0
22864,six cent soixante dix sept; quatre cent soixante sept,0
22865,trois cent quarante quatre; cinq cent quatre vingt dix neuf,1
22866,quatre cent soixante cinq; soixante cinq,0
22867,huit cent sept; neuf cent cinquante et un,1
22868,huit cent quatre vingt dix; cinq cent quatre vingt dix neuf,0
22869,cinq cent trente sept; quatre cent vingt huit,0
22870,huit cent soixante douze; neuf cent soixante cinq,1
22871,cinq cent treize; cinq cent quatorze,1
22872,huit cents; sept cent soixante douze,0
22873,six cent vingt cinq; neuf cent trente six,1
22874,cinq cent quatre vingt quatre; neuf cent soixante dix sept,1
22875,quatre vingt dix; six cent quarante,1
22876,quatre cent cinquante huit; quatre cent quarante et un,0
22877,neuf cent quarante cinq; six cent six,0
22878,soixante; cent cinquante deux,1
22879,vingt et un; cent trente deux,1
22880,cent trente six; sept cent trente neuf,1
22881,huit cent dix neuf; six cent un,0
22882,neuf cent cinquante trois; six cent vingt,0
22883,cent; quatre cent soixante seize,1
22884,quatre cent quarante trois; six cent soixante quatre,1
22885,huit cent quatre vingt deux; quatre cent cinquante trois,0
22886,huit cent soixante douze; huit cent quatre vingt onze,1
22887,cinq cent cinq; cent vingt six,0
22888,trois cent quatre vingt treize; cent quatre vingt dix huit,0
22889,neuf cent vingt sept; deux cent vingt huit,0
22890,neuf cent quatre vingt onze; sept cent trente et un,0
22891,cent quarante neuf; sept cent quarante deux,1
22892,cent vingt deux; soixante huit,0
22893,trente quatre; trois cent soixante dix huit,1
22894,quatre cent soixante treize; vingt,0
22895,quatre cent cinquante cinq; cinq cent vingt trois,1
22896,sept cent vingt cinq; vingt quatre,0
22897,six cent cinquante huit; huit cent quarante et un,1
22898,neuf cent vingt cinq; sept cents,0
22899,cent soixante dix neuf; trois cent cinquante cinq,1
22900,cent cinquante six; deux cent quatre vingt quatre,1
22901,cent seize; quatre vingt dix neuf,0
22902,six cent cinquante trois; cent soixante cinq,0
22903,quatre cent deux; trois cent quatre vingt un,0
22904,neuf cent quatre vingt douze; quatre cent quatre vingt quatorze,0
22905,quatre vingt deux; cinq cent un,1
22906,sept cent soixante treize; mille,1
22907,quatre cent trente trois; cinq cent soixante cinq,1
22908,neuf cent trente neuf; six cent vingt quatre,0
22909,neuf cent vingt quatre; deux cent soixante quatorze,0
22910,sept cent vingt; cinq cent quatre vingt seize,0
22911,six cent dix; deux cent quatre vingt dix huit,0
22912,huit cent vingt cinq; trente cinq,0
22913,trois cent soixante quatorze; trois cent vingt huit,0
22914,deux cent cinquante huit; trois cent seize,1
22915,huit cent cinq; cent trente neuf,0
22916,cinq cent soixante quatorze; six cent dix,1
22917,cinquante trois; quinze,0
22918,deux cent vingt huit; neuf cent quarante quatre,1
22919,huit cent quarante six; deux cent quarante six,0
22920,sept; trois cent trente et un,1
22921,six cent soixante cinq; vingt sept,0
22922,huit cent cinquante et un; soixante et un,0
22923,neuf cent six; soixante et un,0
22924,huit cent quatre vingt onze; cinq cent quatre vingt sept,0
22925,cent trente; sept cent dix neuf,1
22926,cinq cent cinquante cinq; cent,0
22927,neuf cents; cinq cent cinquante trois,0
22928,quatre cent sept; deux cent soixante seize,0
22929,huit cent soixante quatre; trois cent quatre vingt treize,0
22930,sept cent quatre vingt quatre; cinq cent cinquante huit,0
22931,sept cent dix sept; quatre cent un,0
22932,quatre cent quarante sept; cinq cent cinquante quatre,1
22933,trois cent cinquante neuf; huit cent quatre vingts,1
22934,trois cent quarante huit; sept cent quatre vingt deux,1
22935,sept cent un; quatre vingt dix,0
22936,dix huit; sept cent soixante quatre,1
22937,quatre cent cinquante et un; cent quarante neuf,0
22938,quatre cent un; trois cent quatre vingt neuf,0
22939,huit cent cinquante cinq; soixante et onze,0
22940,trois cent soixante cinq; quatre vingt cinq,0
22941,deux cent quatre vingt neuf; huit cent trente deux,1
22942,trois cent quatre vingt six; soixante huit,0
22943,cent douze; sept cent quatre vingt quatre,1
22944,neuf cent soixante quatorze; sept cent trente huit,0
22945,huit cent soixante; soixante douze,0
22946,neuf cent quarante deux; trois cent cinquante neuf,0
22947,quarante quatre; cinq cent vingt quatre,1
22948,quatre vingt douze; huit cent trois,1
22949,cent trente sept; cinq cent quatre vingt seize,1
22950,six cent cinquante; trois cent cinquante six,0
22951,deux cent dix; deux cent vingt sept,1
22952,trois cent trente et un; cinquante et un,0
22953,cinq cent quatre vingt quatre; trois cent quatre vingt neuf,0
22954,quatre cent cinquante six; cent sept,0
22955,sept cent quatre vingt dix; neuf cent quarante,1
22956,neuf cent soixante sept; cent trente quatre,0
22957,sept cent cinquante cinq; quatre cent cinquante et un,0
22958,cent quarante cinq; sept cent quatre vingt douze,1
22959,cinq cent soixante trois; trois cent trente trois,0
22960,deux cent seize; trois cent soixante dix sept,1
22961,sept; deux cent soixante et onze,1
22962,deux cent quatre vingt dix sept; deux cent cinquante neuf,0
22963,trois cent trente neuf; trente,0
22964,quatre cent cinquante neuf; quatre cent deux,0
22965,huit cent cinquante neuf; sept cent cinquante quatre,0
22966,neuf cent vingt huit; cent quatre vingt dix huit,0
22967,cinq cent dix neuf; sept cent deux,1
22968,trois cent quatre vingt trois; trois cent cinquante deux,0
22969,deux cent trente; deux cent vingt huit,0
22970,quatre vingt dix sept; quatre vingt seize,0
22971,neuf cent dix neuf; trois cent quatre,0
22972,six cents; neuf cent quinze,1
22973,six cent soixante quatorze; cinq cent seize,0
22974,deux cent soixante et onze; trois cent quatre vingt six,1
22975,trois cent trente cinq; huit cent soixante dix sept,1
22976,soixante huit; cent trente deux,1
22977,quatre cent dix neuf; quatre cent soixante,1
22978,cinq cent soixante douze; trois cent vingt trois,0
22979,quatre cent quarante trois; quatre cent quatre vingt quinze,1
22980,deux cent quatre vingt sept; quatre vingt dix,0
