,sents,labels
0,firs; femhundrede og nioghalvfems,1
18841,ottehundrede og syvoghalvfjerds; tohundrede og seksoghalvfems,0
18842,fireogtreds; ethundrede og syvogtreds,1
18843,femhundrede og enoghalvfjerds; ethundrede og femoghalvtreds,0
18844,treogtredive; firehundrede og elleve,1
18845,sekshundrede og fyrre; ottehundrede og otteogfirs,1
18846,femhundrede og fjorten; firehundrede og otteogfirs,0
18847,firehundrede og femoghalvfjerds; syvhundrede og enoghalvtreds,1
18848,nihundrede og halvfems; trehundrede og sytten,0
18849,syvhundrede og syvogfyrre; tohundrede og otteogtreds,0
18850,nihundrede og tre; nioghalvfems,0
18851,syvhundrede og otteoghalvfjerds; syvhundrede og seksogtredive,0
18852,ottehundrede og fireoghalvfems; sekshundrede og otteogtredive,0
18853,firehundrede og femogfyrre; ottehundrede og fyrre,1
18854,fem; syvhundrede og treoghalvtreds,1
18855,femhundrede og treoghalvfjerds; ethundrede og toogtyve,0
18856,syvhundrede og fireogtyve; femhundrede og treoghalvfjerds,0
18857,ottehundrede og tyve; trehundrede og syv,0
18858,sekshundrede og seksogtyve; nihundrede og seks,1
18859,syv; nihundrede og otte,1
18860,treoghalvtreds; tohundrede og niogfyrre,1
18861,sekshundrede og fire; seksogtyve,0
18862,sekshundrede og syvogfyrre; femhundrede og syvogtreds,0
18863,nioghalvtreds; femhundrede og fireogtredive,1
18864,ottehundrede og sytten; trehundrede og otteogtreds,0
18865,ottehundrede og niogfirs; enoghalvfems,0
18866,firehundrede og toogfirs; ottehundrede og syv,1
18867,tooghalvtreds; treogfirs,1
18868,ni; trehundrede og enogtredive,1
18869,ottehundrede og treogfirs; femhundrede og toogtredive,0
18870,ethundrede og tre; nihundrede og seksten,1
18871,trehundrede og treoghalvfems; femhundrede og seksogtreds,1
18872,nihundrede og otteoghalvfems; ethundrede og femoghalvfems,0
18873,nihundrede og ni; ottehundrede og seksogtreds,0
18874,ethundrede og seksogfirs; femhundrede og femogtreds,1
18875,syvhundrede og enoghalvfjerds; sekshundrede og femogtyve,0
18876,syvhundrede og femoghalvfjerds; sekshundrede og otteoghalvfjerds,0
18877,ottehundrede og sytten; ottehundrede og tre,0
18878,ottehundrede og syvogtredive; syvhundrede og enogtreds,0
18879,trehundrede og niogtyve; tohundrede og otteogfirs,0
18880,tohundrede og treoghalvfems; trehundrede og fireoghalvfems,1
18881,syvhundrede og otteoghalvfems; sekshundrede og ti,0
18882,ethundrede og treogtreds; ethundrede og syvoghalvfjerds,1
18883,nihundrede og toogfirs; femhundrede og seksten,0
18884,sekshundrede og enogfyrre; syvhundrede og enogfyrre,1
18885,syvhundrede og treoghalvfems; femhundrede og fireoghalvfjerds,0
18886,tohundrede og treogfyrre; nihundrede og firs,1
18887,sekshundrede og otteoghalvtreds; sekshundrede og femoghalvfjerds,1
18888,sekshundrede og femogtreds; tohundrede og treogtredive,0
18889,nihundrede og seksogfyrre; nihundrede og sytten,0
18890,sekshundrede og fireoghalvfjerds; ottehundrede og syvogfirs,1
18891,firehundrede og tyve; femoghalvtreds,0
18892,firehundrede og syvoghalvfjerds; trehundrede og tredive,0
18893,ethundrede og femogtyve; trehundrede og fireogfirs,1
18894,syvhundrede og fire; ottehundrede og niogfyrre,1
18895,firehundrede og fireogtreds; femhundrede og elleve,1
18896,ethundrede og syvogfirs; ottehundrede og seksoghalvtreds,1
18897,ethundrede og tooghalvfjerds; ottehundrede og fire,1
18898,sytten; femhundrede og femoghalvtreds,1
18899,tre; ottehundrede og fireoghalvfems,1
18900,ottehundrede og sytten; nihundrede og syvoghalvfjerds,1
18901,nihundrede og otteoghalvfjerds; fireogtreds,0
18902,ethundrede og niogfyrre; ottehundrede og otteoghalvtreds,1
18903,nihundrede; syvogtreds,0
18904,ethundrede og tooghalvfjerds; trehundrede og firs,1
18905,trehundrede og niogtreds; tohundrede og otteoghalvfjerds,0
18906,ottehundrede og syvoghalvfems; ethundrede og seksoghalvtreds,0
18907,sekshundrede og treogtreds; tohundrede og toogtreds,0
18908,trehundrede og et; syvhundrede og niogtreds,1
18909,firehundrede og seks; nihundrede og femoghalvfems,1
18910,nihundrede og toogtredive; tohundrede og tyve,0
18911,femhundrede og nioghalvtreds; fire,0
18912,sekshundrede og enoghalvfems; nihundrede og seks,1
18913,tohundrede og syvogtyve; nihundrede og toogfyrre,1
18914,ethundrede og otteogtreds; trehundrede og to,1
18915,otte; ethundrede og syvoghalvfems,1
18916,enogtreds; ethundrede og niogtyve,1
18917,trehundrede og elleve; trehundrede og otteogfirs,1
18918,tohundrede og femoghalvfems; femhundrede og treoghalvfems,1
18919,sekshundrede og seksogfirs; femhundrede og fjorten,0
18920,trehundrede og niogfyrre; sekshundrede og fireogtyve,1
18921,treds; ethundrede og tooghalvfems,1
18922,trehundrede og fjorten; otteogtyve,0
18923,ottehundrede og femogtyve; firehundrede og fireoghalvfjerds,0
18924,firehundrede og fireoghalvfems; nihundrede og syvoghalvtreds,1
18925,syvhundrede og syvogfyrre; sekshundrede og fyrre,0
18926,firehundrede og otteogfirs; femhundrede og syvogfirs,1
18927,femhundrede og treogtreds; ottehundrede og enogfirs,1
18928,tohundrede og niogtyve; sekshundrede og fjorten,1
18929,ottehundrede og otteogtreds; syvhundrede og syvoghalvfems,0
18930,tohundrede og enoghalvfjerds; firehundrede og syvoghalvfems,1
18931,tohundrede og tre; ethundrede og otteogtredive,0
18932,firehundrede og syvogfyrre; ethundrede og femoghalvfjerds,0
18933,tohundrede og fireoghalvtreds; ottehundrede og tretten,1
18934,ottehundrede og syvoghalvfjerds; trehundrede og tretten,0
18935,trehundrede og nioghalvfjerds; ethundrede og otteogtredive,0
18936,nihundrede og tredive; trehundrede og sytten,0
18937,femhundrede og femogtyve; ottehundrede og fem,1
18938,ottehundrede og niogfyrre; sekshundrede og otteogfirs,0
18939,trehundrede og femoghalvtreds; tooghalvfems,0
18940,firehundrede og treogtyve; tohundrede og enoghalvfems,0
18941,sekshundrede og treogtredive; femhundrede og ni,0
18942,sekshundrede og toogtredive; sekshundrede og to,0
18943,femhundrede og niogfirs; tyve,0
18944,firehundrede og otteogtredive; femogtyve,0
18945,firehundrede og otteoghalvfjerds; ottehundrede og toogtreds,1
18946,tohundrede og ni; syvhundrede og tyve,1
18947,tohundrede og seksoghalvfems; sekshundrede og enogfyrre,1
18948,firehundrede og nioghalvtreds; ethundrede og otteogfirs,0
18949,nihundrede og halvtreds; nihundrede og otteogtredive,0
18950,syvogfirs; firehundrede og fireoghalvfjerds,1
18951,ottehundrede og halvfjerds; tohundrede og tolv,0
18952,ottehundrede og treoghalvfems; sekshundrede og otteogfirs,0
18953,sekshundrede og enogtredive; femhundrede og sytten,0
18954,syvhundrede og treoghalvfjerds; femhundrede og toogtreds,0
18955,sekshundrede og seksoghalvfjerds; femhundrede og halvfems,0
18956,trehundrede og niogfyrre; trehundrede og tooghalvfjerds,1
18957,syvhundrede og nioghalvfjerds; firehundrede og elleve,0
18958,ethundrede og femten; tohundrede og femten,1
18959,nihundrede og treogtyve; syvhundrede og treoghalvfems,0
18960,ethundrede og enogfirs; trehundrede og firs,1
18961,ottehundrede og seksoghalvfems; toogfyrre,0
18962,sekshundrede og syv; sekshundrede og femogfyrre,1
18963,sekshundrede og treds; syvhundrede og elleve,1
18964,firehundrede og syv; femhundrede og treogfyrre,1
18965,ottehundrede og syv; tohundrede og seksogfyrre,0
18966,firehundrede og syvogfyrre; ethundrede og fireoghalvtreds,0
18967,femhundrede og et; nihundrede og treogtredive,1
18968,tohundrede og femogtyve; ottehundrede og femogtreds,1
18969,firehundrede og halvtreds; firehundrede og enogfirs,1
18970,firehundrede og tyve; firehundrede og nioghalvfems,1
18971,halvtreds; syvhundrede og treogfyrre,1
18972,femhundrede og femogfyrre; sekshundrede og fireoghalvfems,1
18973,firehundrede og fireogtyve; nihundrede og otte,1
18974,femhundrede og fire; nihundrede og tyve,1
18975,firehundrede og otteogtredive; firehundrede og toogtreds,1
18976,ottehundrede og enogfyrre; femhundrede og treogtredive,0
18977,ottehundrede og halvtreds; treogtredive,0
18978,femhundrede og sytten; trehundrede og fireogtyve,0
18979,ethundrede og otteogtreds; nihundrede og niogtreds,1
18980,nihundrede og fireoghalvtreds; sekshundrede og tooghalvfems,0
18981,trehundrede og treoghalvfjerds; firehundrede og femogtredive,1
18982,trehundrede og toogtredive; syvhundrede og otteogfirs,1
18983,tohundrede og firs; treogtredive,0
18984,trehundrede og femogfirs; tohundrede og ni,0
18985,syvhundrede og fireogtyve; femhundrede og toogtredive,0
18986,tohundrede og seksogtredive; nihundrede og otteogtredive,1
18987,sekshundrede og treogfirs; tretten,0
18988,otteogfyrre; femhundrede og halvtreds,1
18989,seksogtyve; femhundrede og toogfyrre,1
18990,syvoghalvfjerds; firehundrede og femoghalvfjerds,1
18991,tohundrede og otteoghalvtreds; ethundrede og otteogtyve,0
18992,ottehundrede og otteogfyrre; nihundrede og treogtredive,1
18993,seksoghalvfems; tohundrede og seksogtredive,1
18994,ottehundrede og tooghalvfjerds; sekshundrede og fireoghalvfems,0
18995,nihundrede og femoghalvfjerds; ottehundrede og femogtredive,0
18996,ottehundrede og tolv; syvogtredive,0
18997,syvhundrede og seksoghalvfems; halvfems,0
18998,firehundrede og seksoghalvtreds; femhundrede og toogtyve,1
18999,sekshundrede og femogfirs; ottehundrede og seksogfirs,1
19000,trehundrede og tooghalvfjerds; sekshundrede og fireoghalvfems,1
19001,nihundrede og tooghalvtreds; femhundrede og fem,0
19002,tohundrede og treogfyrre; nihundrede og otteoghalvfems,1
19003,syvhundrede og niogfirs; firehundrede og tyve,0
19004,syvhundrede og niogtreds; femogtreds,0
19005,femhundrede og seksogfirs; sekshundrede og seksoghalvtreds,1
19006,tohundrede og enoghalvfems; femhundrede og toogfyrre,1
19007,syvhundrede og femoghalvfems; nihundrede og toogtreds,1
19008,nihundrede og seksogtredive; syvogfyrre,0
19009,femhundrede og nioghalvfjerds; niogtreds,0
19010,nihundrede og syvogtreds; ottehundrede og niogfyrre,0
19011,enoghalvfjerds; ethundrede og tooghalvtreds,1
19012,nihundrede og fireogfyrre; treds,0
19013,ethundrede og sytten; ethundrede og otteogfirs,1
19014,seksten; nihundrede og toogfirs,1
19015,femhundrede og nioghalvfjerds; ethundrede og elleve,0
19016,ottehundrede og otteogtyve; femhundrede og treogtyve,0
19017,otteoghalvtreds; tohundrede og otteoghalvfjerds,1
19018,femhundrede og fyrre; tohundrede og femoghalvfems,0
19019,femhundrede og fireogtreds; trehundrede og halvfems,0
19020,seksogtredive; ottehundrede og otteoghalvfjerds,1
19021,tohundrede og niogfirs; nihundrede og niogfyrre,1
19022,ottehundrede og tooghalvtreds; sytten,0
19023,femhundrede og enoghalvfjerds; trehundrede og niogtredive,0
19024,ottehundrede og seksoghalvfjerds; syvhundrede og toogtyve,0
19025,syvhundrede og firs; trehundrede og toogfyrre,0
19026,firehundrede og femogtreds; firehundrede og fireogfyrre,0
19027,sekshundrede og ti; tohundrede og otteogtreds,0
19028,ethundrede og femoghalvtreds; sekshundrede og sytten,1
19029,ottehundrede og femten; femhundrede og femoghalvfems,0
19030,ottehundrede og niogtyve; trehundrede og fireoghalvfems,0
19031,syvhundrede og atten; syvhundrede og femogfirs,1
19032,tohundrede og otteogfyrre; femhundrede og niogfyrre,1
19033,ottehundrede og fjorten; ethundrede og syvogtredive,0
19034,trehundrede og seks; niogtyve,0
19035,firehundrede og fireogtyve; sekshundrede og syv,1
19036,firehundrede og syvoghalvfjerds; nihundrede og enogtyve,1
19037,tohundrede og seksten; syvhundrede og femogtredive,1
19038,sekshundrede og otteogfirs; tohundrede og femoghalvfjerds,0
19039,tohundrede og otteogfyrre; nihundrede og seksogfirs,1
19040,femhundrede og syvogtredive; syvhundrede og fireogtredive,1
19041,nihundrede og syvogtredive; tohundrede og fireoghalvtreds,0
19042,ottehundrede og treogfyrre; firehundrede og otteogfyrre,0
19043,tohundrede og sytten; firehundrede og fem,1
19044,trehundrede og seksoghalvfjerds; ottehundrede og niogtyve,1
19045,ottehundrede og fireoghalvtreds; syvhundrede og halvfems,0
19046,ethundrede og fem; syvhundrede og otteoghalvtreds,1
19047,femhundrede og otteoghalvfjerds; sekshundrede og enoghalvfems,1
19048,tredive; sekshundrede og femogtredive,1
19049,syvogfyrre; femhundrede og seks,1
19050,nihundrede og otteogfirs; trehundrede og fireogtreds,0
19051,nihundrede og enogtredive; tohundrede og tolv,0
19052,ethundrede og tooghalvfjerds; otte,0
19053,ottehundrede og syv; ethundrede og treoghalvtreds,0
19054,enogfyrre; nihundrede og otteoghalvtreds,1
19055,ottehundrede og treogtredive; ottehundrede og seksogfirs,1
19056,ethundrede og syv; sekshundrede og syv,1
19057,nihundrede og elleve; ethundrede og halvfems,0
19058,trehundrede og femogtredive; firehundrede og otteogfirs,1
19059,nihundrede og firs; ethundrede og treogtreds,0
19060,trehundrede og femoghalvfems; ottehundrede og niogtreds,1
19061,syvhundrede og halvfems; ethundrede og fyrre,0
19062,trehundrede og ni; sekshundrede og femoghalvfems,1
19063,trehundrede og seksoghalvtreds; trehundrede og niogtyve,0
19064,treoghalvfems; sekshundrede og niogfyrre,1
19065,sekshundrede og otteogtredive; ethundrede og tyve,0
19066,ottehundrede og otteoghalvfjerds; seksoghalvfems,0
19067,syvhundrede og otte; tohundrede og femogtreds,0
19068,nihundrede og fireoghalvtreds; trehundrede og niogfirs,0
19069,femhundrede og halvfems; tohundrede og enogfirs,0
19070,sekshundrede og seksogtredive; nihundrede og syvogtyve,1
19071,femhundrede og femoghalvfjerds; sekshundrede og otteogfirs,1
19072,nihundrede og enoghalvfjerds; firehundrede og otteogfirs,0
19073,trehundrede og syvogtyve; tohundrede og toogtreds,0
19074,syvhundrede og treogtredive; syvhundrede og syvogfyrre,1
19075,syvhundrede og enogfyrre; sekshundrede og fireoghalvtreds,0
19076,trehundrede og seksogfirs; syvhundrede og enoghalvtreds,1
19077,ethundrede og nioghalvfjerds; femhundrede og nitten,1
19078,tohundrede og syv; tohundrede og tredive,1
19079,trehundrede og otteoghalvfjerds; ottehundrede og otteoghalvfems,1
19080,syvhundrede og syvoghalvfjerds; femhundrede og syvoghalvfems,0
19081,syvhundrede og otteogtyve; trehundrede og elleve,0
19082,tohundrede og niogtreds; nihundrede og syvoghalvtreds,1
19083,syvhundrede og femogfyrre; sekshundrede og femogtreds,0
19084,syvhundrede og tooghalvfjerds; sekshundrede og halvfjerds,0
19085,firehundrede og seksogfirs; ottehundrede og treogtreds,1
19086,syvhundrede og sytten; sytten,0
19087,sekshundrede og femoghalvtreds; syvhundrede og fem,1
19088,sekshundrede og femogfirs; sekshundrede og otteoghalvtreds,0
19089,nihundrede og enogfirs; tohundrede og toogfyrre,0
19090,femhundrede og enogfyrre; ethundrede og treogtredive,0
19091,nihundrede og fireoghalvtreds; nihundrede og halvfjerds,1
19092,firehundrede og otteogfirs; ottehundrede og nioghalvfjerds,1
19093,ethundrede; trehundrede og otteogtredive,1
19094,trehundrede og ti; syvhundrede og fireoghalvfjerds,1
19095,femhundrede og otteogtreds; trehundrede og femten,0
19096,ti; firehundrede og halvtreds,1
19097,syvhundrede og niogtredive; firehundrede og seks,0
19098,ethundrede og treds; firehundrede og elleve,1
19099,syvhundrede og femogtyve; sekshundrede og toogtreds,0
19100,sekshundrede og nioghalvfjerds; firehundrede og syvoghalvfjerds,0
19101,trehundrede og femogfyrre; trehundrede og enogfyrre,0
19102,tohundrede og treoghalvtreds; trehundrede og enogtredive,1
19103,firehundrede og niogtyve; ottehundrede og fireogtyve,1
19104,firehundrede og tolv; sekshundrede og treogtyve,1
19105,femhundrede og nioghalvfems; femhundrede og treogtreds,0
19106,femogfyrre; syvhundrede og syvogtyve,1
19107,tohundrede og to; ethundrede og seksogtreds,0
19108,femhundrede og halvtreds; syvhundrede og enoghalvfjerds,1
19109,femhundrede og enoghalvtreds; firehundrede og atten,0
19110,ethundrede og tolv; nihundrede og niogtreds,1
19111,firehundrede og otteogfirs; trehundrede og treoghalvfjerds,0
19112,firehundrede og syvogtreds; tohundrede og seks,0
19113,syvhundrede og enogfirs; halvfjerds,0
19114,trehundrede og fjorten; syvhundrede og treoghalvfjerds,1
19115,tohundrede og enogtredive; niogtreds,0
19116,tohundrede og tolv; trehundrede og syvoghalvfjerds,1
19117,sekshundrede og tre; ethundrede og syvogtreds,0
19118,ottehundrede og syvoghalvtreds; sekshundrede og toogtyve,0
19119,nihundrede og tretten; trehundrede og treoghalvfems,0
19120,tohundrede og niogtreds; ottehundrede og fem,1
19121,treogtreds; syvhundrede og tooghalvfems,1
19122,ethundrede og tooghalvtreds; trehundrede og fireoghalvtreds,1
19123,femhundrede og niogfyrre; nihundrede og otteogfyrre,1
19124,nihundrede og femogtyve; tohundrede og enoghalvfjerds,0
19125,nihundrede og treds; sekshundrede og enogfyrre,0
19126,femhundrede og tre; ethundrede og tretten,0
19127,nihundrede og syvogtredive; femhundrede og seksoghalvfjerds,0
19128,halvtreds; tohundrede og enoghalvfems,1
19129,nihundrede og nioghalvtreds; syvhundrede og syv,0
19130,syvhundrede og treoghalvfjerds; firehundrede og fireogtreds,0
19131,ottehundrede og seksogtreds; ethundrede og nioghalvfems,0
19132,trehundrede og toogtreds; sekshundrede og to,1
19133,femhundrede og seksten; firehundrede og tooghalvtreds,0
19134,syvhundrede og syvoghalvfems; femhundrede og fireogtreds,0
19135,ethundrede og nioghalvtreds; tohundrede og toogfyrre,1
19136,ottehundrede og seksogfirs; tohundrede og syvoghalvfems,0
19137,tohundrede og syvogtyve; firehundrede og syvogfirs,1
19138,ottehundrede og toogfirs; nihundrede og otte,1
19139,ethundrede og enogfirs; trehundrede og to,1
19140,sekshundrede og fireoghalvtreds; ottehundrede og seks,1
19141,firehundrede og seksogtreds; nihundrede og seks,1
19142,ottehundrede og fyrre; sekshundrede og syvogtreds,0
19143,femhundrede og fireoghalvfjerds; nihundrede og tredive,1
19144,femhundrede og femogtyve; ottehundrede og enoghalvfems,1
19145,trehundrede og otte; tohundrede og toogtredive,0
19146,trehundrede og toogfirs; syvhundrede og femogtyve,1
19147,femhundrede og tre; tohundrede og femoghalvfjerds,0
19148,ethundrede og treogfirs; sekshundrede og fireogfyrre,1
19149,syvhundrede og toogtredive; ethundrede og seksogtredive,0
19150,trehundrede og fireoghalvtreds; firehundrede og toogfirs,1
19151,niogtredive; firehundrede og otteogtredive,1
19152,firehundrede og enogfyrre; trehundrede og otteoghalvfjerds,0
