,nums,labels
0,trehundrede og otteoghalvfjerds; syvhundrede og treogtreds,1
29705,firehundrede og enoghalvfems; trehundrede og toogtyve,0
29706,sekshundrede og syvoghalvtreds; trehundrede og treoghalvfjerds,0
29707,tohundrede og otteogtyve; syvogfyrre,0
29708,syvhundrede og enogfyrre; femhundrede og nitten,0
29709,nihundrede og enogtredive; firehundrede og treogfyrre,0
29710,tohundrede og seksoghalvfems; sekshundrede og enogfyrre,1
29711,tohundrede og fireogtreds; ottehundrede og tooghalvtreds,1
29712,femhundrede og fireogtredive; firehundrede og treogfirs,0
29713,tohundrede og treogtreds; trehundrede og niogtyve,1
29714,trehundrede og tooghalvfems; ethundrede og niogtyve,0
29715,ottehundrede og femoghalvtreds; syvhundrede og toogfirs,0
29716,femhundrede og syvogtreds; femhundrede og fireogtreds,0
29717,syvhundrede og syvogtreds; firehundrede og treogfyrre,0
29718,tohundrede og et; sekshundrede og treoghalvfems,1
29719,trehundrede og fireogtredive; ethundrede og enogtredive,0
29720,trehundrede og niogtredive; tohundrede og seksogfirs,0
29721,ethundrede og treoghalvfjerds; ethundrede og syvogtyve,0
29722,sekshundrede og femogfirs; tohundrede og toogtyve,0
29723,tohundrede og otteogtredive; sekshundrede og treoghalvfjerds,1
29724,firehundrede og syvogtredive; trehundrede og ti,0
29725,ottehundrede og otteogtredive; femogfirs,0
29726,firehundrede og fireogfyrre; femhundrede og seksten,1
29727,syvhundrede og femogfirs; firehundrede og otteogtreds,0
29728,nihundrede og halvfjerds; syvogtreds,0
29729,trehundrede og nioghalvfjerds; firehundrede og halvfems,1
29730,ottehundrede og seksoghalvfems; nihundrede og femoghalvtreds,1
29731,nihundrede og fyrre; nihundrede og enogfirs,1
29732,nihundrede og tooghalvtreds; femhundrede og femoghalvfjerds,0
29733,firehundrede og enogfirs; nihundrede og femten,1
29734,treds; ottehundrede og seksoghalvfems,1
29735,nihundrede og fireoghalvtreds; nihundrede og niogtreds,1
29736,femhundrede og enogtredive; ottehundrede og niogtredive,1
29737,tohundrede og nioghalvtreds; nihundrede og seksogfirs,1
29738,ottehundrede og seksoghalvtreds; syvhundrede og nioghalvfems,0
29739,syvhundrede og femoghalvtreds; femogtredive,0
29740,tohundrede og seksogtreds; ethundrede og atten,0
29741,trehundrede og syvogtreds; ethundrede og nioghalvfems,0
29742,firehundrede og niogfyrre; trehundrede og treogtyve,0
29743,nihundrede og treds; ethundrede og niogtyve,0
29744,sekshundrede og femogfyrre; femhundrede og treogfirs,0
29745,ethundrede og syvogfyrre; ethundrede og niogfyrre,1
29746,firehundrede og seksoghalvfems; ethundrede og seksoghalvfjerds,0
29747,sekshundrede og otteogtredive; femhundrede og fireogfirs,0
29748,ethundrede og fem; ethundrede og tretten,1
29749,ottehundrede og seksoghalvtreds; tohundrede og fireogtyve,0
29750,otteoghalvfems; ottehundrede og fireogtyve,1
29751,trehundrede og fjorten; nihundrede og toogfirs,1
29752,tohundrede og enogtreds; sekshundrede og femoghalvfjerds,1
29753,nihundrede og syvogtreds; tohundrede og fyrre,0
29754,ethundrede og nioghalvtreds; firehundrede og tre,1
29755,femhundrede og toogtredive; sekshundrede og nioghalvfems,1
29756,trehundrede og treogtyve; seksogfirs,0
29757,ethundrede og otteoghalvfjerds; nihundrede og fireogfyrre,1
29758,femhundrede og treogfirs; tohundrede og femten,0
29759,nihundrede og treogtredive; ethundrede og seksogtredive,0
29760,trehundrede og fyrre; tohundrede og fireogfirs,0
29761,sekshundrede og tredive; ethundrede og otteoghalvfems,0
29762,toogtyve; femhundrede og syvogtredive,1
29763,nihundrede og otteoghalvfjerds; niogtreds,0
29764,ethundrede og syvoghalvfems; firehundrede og syvoghalvfems,1
29765,syvhundrede og enogfyrre; nihundrede og seksogfyrre,1
29766,ethundrede og otteoghalvfjerds; sekshundrede og niogfirs,1
29767,sekshundrede og sytten; femhundrede og syvogtyve,0
29768,seksogfyrre; ethundrede og fireogtyve,1
29769,firehundrede og elleve; tohundrede og enogtyve,0
29770,syvhundrede og femoghalvfems; tohundrede og sytten,0
29771,femhundrede og otteogtreds; syvogtyve,0
29772,enoghalvfjerds; treogfyrre,0
29773,ethundrede og nioghalvfems; firehundrede og halvfems,1
29774,tooghalvtreds; firehundrede og syvogtredive,1
29775,ottehundrede og halvfjerds; ottehundrede og elleve,0
29776,halvfems; otteogfyrre,0
29777,syvhundrede og treds; treogtreds,0
29778,ethundrede og fjorten; nihundrede og otte,1
29779,syvhundrede og femoghalvtreds; nitten,0
29780,trehundrede og otteoghalvfems; sekshundrede og treoghalvfems,1
29781,tohundrede og nioghalvfjerds; tohundrede og syvoghalvtreds,0
29782,firehundrede og fireogfirs; treoghalvfems,0
29783,ethundrede og enoghalvfjerds; tohundrede og enogfyrre,1
29784,seksten; firehundrede og otteogfyrre,1
29785,nihundrede og syvogtredive; nihundrede og nioghalvtreds,1
29786,femhundrede og to; syvhundrede og seksogtyve,1
29787,trehundrede og seksogfirs; trehundrede og syvoghalvtreds,0
29788,sekshundrede og femogtredive; tohundrede og tyve,0
29789,femhundrede og seksogfirs; trehundrede og fireogtredive,0
29790,ottehundrede og syvoghalvfems; ethundrede og seksoghalvtreds,0
29791,ethundrede og ti; sekshundrede og enogfyrre,1
29792,trehundrede og otteogtredive; femhundrede og treogtredive,1
29793,nihundrede og halvfems; trehundrede og toogtyve,0
29794,ottehundrede og treogtyve; femhundrede og niogtredive,0
29795,sekshundrede og ti; sekshundrede og fireogtreds,1
29796,femhundrede og femogtyve; sekshundrede og niogtreds,1
29797,seksoghalvtreds; tohundrede og nioghalvfjerds,1
29798,ottehundrede og halvtreds; firehundrede og fireogtyve,0
29799,femhundrede og treogtreds; sekshundrede og otteoghalvfjerds,1
29800,syvhundrede og enogtredive; femhundrede og sytten,0
29801,sekshundrede og treogfirs; ethundrede og treogfirs,0
29802,syvhundrede og toogfirs; trehundrede og enoghalvfjerds,0
29803,syvhundrede og femoghalvfems; nihundrede og nioghalvfjerds,1
29804,syvhundrede og niogtyve; ethundrede og fireogtreds,0
29805,femhundrede og toogtredive; nihundrede og treoghalvtreds,1
29806,ethundrede og tooghalvtreds; syvhundrede og fireogtreds,1
29807,trehundrede og fireogtredive; femhundrede og toogtreds,1
29808,nihundrede og sytten; sekshundrede og to,0
29809,firehundrede og femoghalvfjerds; tohundrede og otteogfyrre,0
29810,sekshundrede og femogfirs; firehundrede og otteogtredive,0
29811,trehundrede og enogfirs; firehundrede og otteogtreds,1
29812,ottehundrede og ti; trehundrede og treds,0
29813,ethundrede og toogtredive; syvhundrede og fireoghalvfjerds,1
29814,ottehundrede og tooghalvfems; ethundrede og syv,0
29815,sekshundrede og tooghalvtreds; trehundrede og enogtreds,0
29816,ottehundrede og fireogtreds; nihundrede og femogfyrre,1
29817,sekshundrede og otteogfirs; sekshundrede og otteoghalvfems,1
29818,sekshundrede og enogfirs; ottehundrede og otteoghalvfjerds,1
29819,femhundrede og fire; sekshundrede,1
29820,firehundrede og otteogfirs; syvhundrede og tretten,1
29821,ethundrede og treogfirs; tohundrede og seksoghalvfems,1
29822,ottehundrede og syvogfyrre; ethundrede og otteogtyve,0
29823,ottehundrede og femogfyrre; sekshundrede og niogfirs,0
29824,femhundrede og fyrre; fireogtyve,0
29825,sekshundrede og nioghalvfems; ethundrede og fireogfirs,0
29826,ottehundrede og halvfjerds; syvogtyve,0
29827,ottehundrede og syvoghalvfjerds; femhundrede og tredive,0
29828,syvhundrede og otteogtyve; ethundrede og otteogtredive,0
29829,femhundrede og toogtyve; ottehundrede og fyrre,1
29830,tretten; nihundrede og otteogfirs,1
29831,syvhundrede og syvogtreds; ethundrede og femogfirs,0
29832,femhundrede og halvfjerds; nihundrede og femten,1
29833,firehundrede og fireogtyve; sekshundrede og seksoghalvtreds,1
29834,femhundrede og toogfyrre; tohundrede og syvoghalvtreds,0
29835,trehundrede og otte; syvhundrede og otteogtredive,1
29836,syvhundrede og nioghalvtreds; syvhundrede og enoghalvfems,1
29837,syvhundrede og femogtreds; ottehundrede og otteogtyve,1
29838,firehundrede og otteogfirs; tohundrede og femoghalvfems,0
29839,nihundrede og treoghalvfems; syvogtyve,0
29840,tohundrede og otteoghalvfems; tohundrede og tre,0
29841,ottehundrede og femogtyve; firehundrede og enogfyrre,0
29842,femhundrede og otteogtreds; ottehundrede og firs,1
29843,syvhundrede og seksogtredive; syvhundrede og otteoghalvtreds,1
29844,femhundrede og halvtreds; ethundrede og firs,0
29845,syvhundrede og seksoghalvtreds; tohundrede og otteogfirs,0
29846,halvtreds; syvhundrede og otteogfyrre,1
29847,firehundrede og halvfems; femhundrede og femogfyrre,1
29848,trehundrede; ottehundrede og nitten,1
29849,ethundrede og syvoghalvtreds; nihundrede og enogtyve,1
29850,nihundrede og niogfirs; fem,0
29851,ethundrede og tretten; femten,0
29852,tohundrede og syvoghalvfems; femhundrede og enoghalvfems,1
29853,nihundrede og toogtredive; firehundrede og syvoghalvfjerds,0
29854,syvoghalvfems; firehundrede og femten,1
29855,tohundrede og treogtyve; syvhundrede og femogtreds,1
29856,syvhundrede og treogtredive; nihundrede og femten,1
29857,nihundrede og treogtreds; trehundrede og treoghalvtreds,0
29858,sekshundrede og enoghalvfems; firehundrede og fireogfyrre,0
29859,tohundrede og niogtredive; tohundrede og tooghalvfems,1
29860,tohundrede og fireogtreds; ethundrede og femogtredive,0
29861,trehundrede og firs; sekshundrede og toogfyrre,1
29862,firehundrede og femogtredive; firehundrede og treogfyrre,1
29863,tohundrede og otteoghalvfjerds; toogfirs,0
29864,syvogtredive; firehundrede og syvoghalvtreds,1
29865,nihundrede og fireoghalvtreds; tohundrede og otteogtreds,0
29866,ottehundrede og syvoghalvfjerds; fireogtredive,0
29867,ethundrede og fireoghalvtreds; tohundrede og treoghalvfems,1
29868,tohundrede og seksogtredive; tohundrede og halvfems,1
29869,ethundrede og elleve; sekshundrede og toogtyve,1
29870,nihundrede og niogfyrre; firehundrede og sytten,0
29871,syvhundrede og otteogtredive; femhundrede og syvogfirs,0
29872,ethundrede og femogtredive; nihundrede og halvtreds,1
29873,ottehundrede og toogtredive; femhundrede og seks,0
29874,femhundrede og halvtreds; firehundrede og toogtyve,0
29875,sekshundrede og enogfirs; trehundrede og syvogtredive,0
29876,firehundrede og ni; ottehundrede og treogtredive,1
29877,sekshundrede og otteogfirs; firehundrede og syvogtreds,0
29878,ethundrede og niogfirs; trehundrede og fjorten,1
29879,ethundrede og fireogfirs; tohundrede og treoghalvtreds,1
29880,syv; fireoghalvfems,1
29881,ethundrede og otteogtyve; fireogtredive,0
29882,syvhundrede og syvogfyrre; ethundrede og syvogfyrre,0
29883,sekshundrede og fireoghalvfjerds; ottehundrede og tooghalvfems,1
29884,sekshundrede og fireogfyrre; syvhundrede og syvogfyrre,1
29885,ethundrede og femogfirs; ottehundrede og fireogtreds,1
29886,trehundrede og elleve; syvhundrede og syvoghalvfjerds,1
29887,nihundrede og fireoghalvfems; femhundrede og tooghalvfjerds,0
29888,trehundrede og fireogtyve; femogfyrre,0
29889,sekshundrede og seksogtredive; toogfyrre,0
29890,ottehundrede og enoghalvfems; ottehundrede og femoghalvtreds,0
29891,nihundrede og fjorten; firehundrede og halvfems,0
29892,firehundrede og enogtredive; sekshundrede og syvogfyrre,1
29893,nihundrede og otteoghalvfems; femhundrede og toogfirs,0
29894,ethundrede og atten; trehundrede og treogtyve,1
29895,tohundrede og tooghalvfjerds; femhundrede og halvfems,1
29896,ethundrede og seksten; syvhundrede og syvogtreds,1
29897,firehundrede; trehundrede og niogfyrre,0
29898,sekshundrede og syv; tooghalvfjerds,0
29899,fire; femhundrede og enogtredive,1
29900,ottehundrede og enogfirs; fire,0
29901,sekshundrede og seksoghalvfjerds; femhundrede og fireogtredive,0
29902,trehundrede og syvoghalvtreds; ottehundrede og fjorten,1
29903,ottehundrede og treogtreds; tohundrede og seksoghalvtreds,0
29904,ottehundrede og syvoghalvfjerds; syvhundrede og treoghalvfems,0
29905,sekshundrede; ottehundrede og fire,1
29906,syvhundrede og fireogfyrre; ethundrede og fireoghalvtreds,0
29907,femhundrede og treogfyrre; tohundrede og otte,0
29908,ottehundrede og fireoghalvfjerds; trehundrede og nioghalvfems,0
29909,ottehundrede og enoghalvtreds; tohundrede og seksoghalvtreds,0
29910,tohundrede og treds; nihundrede og syvogfyrre,1
29911,nihundrede og enoghalvfjerds; firehundrede og tredive,0
29912,trehundrede og enoghalvfems; syvogtredive,0
29913,sekshundrede og enoghalvfjerds; firehundrede og enogfyrre,0
29914,nihundrede og treds; ethundrede og enogfyrre,0
29915,nihundrede og femogtyve; sekshundrede og treoghalvfjerds,0
29916,tohundrede og treoghalvfjerds; sekshundrede og toogtreds,1
29917,fire; nihundrede og treogfyrre,1
29918,sekshundrede og enoghalvfjerds; sekshundrede,0
29919,syvogtreds; nihundrede og syvoghalvtreds,1
29920,firehundrede og seksogtredive; syvhundrede og nioghalvfems,1
29921,ottehundrede og toogtyve; sekshundrede og femogtyve,0
29922,femhundrede og enogfirs; nihundrede og enogtreds,1
29923,syvhundrede og fem; ottehundrede og seksoghalvfjerds,1
29924,firehundrede og treoghalvtreds; femhundrede og niogfyrre,1
29925,nihundrede og fireoghalvtreds; trehundrede og niogfirs,0
29926,femhundrede og syvogtreds; nihundrede og nioghalvfems,1
29927,nihundrede og tredive; nihundrede og nioghalvfjerds,1
29928,firehundrede og enogtredive; otteogtredive,0
29929,tohundrede og syvoghalvfems; ethundrede og halvfjerds,0
29930,nihundrede og enogfyrre; ethundrede og otteogtredive,0
29931,sekshundrede og femogfyrre; tohundrede og femten,0
29932,sekshundrede og seksogtyve; tredive,0
29933,sytten; femhundrede og femoghalvtreds,1
29934,tohundrede og niogtredive; syvhundrede og fem,1
29935,sekshundrede og femoghalvtreds; syvhundrede og enogtreds,1
29936,ottehundrede og enogfirs; nihundrede og otteogfirs,1
29937,niogtreds; trehundrede og tolv,1
29938,syvhundrede og enoghalvtreds; femhundrede og treogtreds,0
29939,tohundrede og otteogtyve; sekshundrede og enoghalvfems,1
29940,firehundrede og femogtredive; tohundrede og syvogfyrre,0
29941,sekshundrede og syv; syvhundrede og niogtreds,1
29942,ottehundrede og tre; femhundrede og toogfirs,0
29943,femhundrede og femogtyve; femhundrede og nioghalvfems,1
29944,syvhundrede og tredive; nihundrede og niogtreds,1
29945,sekshundrede og sytten; sekshundrede og seksoghalvtreds,1
29946,nihundrede og nitten; ethundrede og femten,0
29947,firehundrede og femogtyve; syvhundrede og seks,1
29948,sekshundrede og femogtreds; firehundrede og otteogtredive,0
29949,firehundrede og syvogfirs; nihundrede og fireogtredive,1
29950,ethundrede og treogtyve; fireogfyrre,0
29951,fireogtyve; ottehundrede og otteogfirs,1
29952,nihundrede og nioghalvfems; trehundrede og nitten,0
29953,tohundrede og enoghalvtreds; sekshundrede og sytten,1
29954,sekshundrede og syvoghalvtreds; fem,0
29955,firehundrede og femoghalvfems; treoghalvfems,0
29956,trehundrede og enogtreds; syvhundrede og enoghalvtreds,1
29957,firehundrede og treoghalvtreds; nihundrede og syvogtreds,1
29958,sekshundrede og femoghalvfems; trehundrede og syvoghalvtreds,0
29959,sekshundrede og otteogtyve; syvhundrede og fireoghalvtreds,1
29960,syvhundrede og fire; trehundrede og syvogfirs,0
29961,firehundrede og seksoghalvtreds; tohundrede og nioghalvtreds,0
29962,femhundrede og fireogtyve; trehundrede og ti,0
29963,trehundrede og syvogtreds; syvhundrede og halvfems,1
29964,syvhundrede og fireogfyrre; syvhundrede og syvoghalvtreds,1
29965,nihundrede og seksogfyrre; syvhundrede og fyrre,0
29966,femhundrede og tolv; niogtredive,0
29967,toogtreds; tohundrede og femogfirs,1
29968,sekshundrede og seksoghalvfems; sekshundrede og femogtyve,0
29969,firehundrede og nioghalvtreds; trehundrede og nitten,0
29970,sekshundrede og seksogtreds; sekshundrede og fjorten,0
29971,ottehundrede og otteogfyrre; sekshundrede og femogtreds,0
29972,femhundrede og niogtyve; fireogtreds,0
29973,sekshundrede og syvogfyrre; ottehundrede og enoghalvtreds,1
29974,treoghalvfems; ottehundrede og otteogfirs,1
29975,ottehundrede og treoghalvfems; tooghalvfjerds,0
29976,sekshundrede og niogtredive; firehundrede og tooghalvfems,0
29977,nihundrede og femogtyve; treoghalvfems,0
29978,femhundrede og niogtyve; tohundrede og fireoghalvfjerds,0
29979,sekshundrede og fireoghalvfems; nihundrede og enoghalvtreds,1
29980,syvhundrede og seksoghalvfjerds; trehundrede og to,0
29981,femhundrede og tre; nihundrede og niogfirs,1
29982,trehundrede og fireogtredive; ottehundrede og femogfyrre,1
29983,ethundrede og seksoghalvfjerds; ethundrede og fyrre,0
29984,ottehundrede og treds; nihundrede og femoghalvfjerds,1
29985,femogfirs; tohundrede og nioghalvtreds,1
29986,syvhundrede og seksogtredive; ottehundrede og treogfyrre,1
29987,tohundrede og syvogtreds; ethundrede og tyve,0
29988,trehundrede og treoghalvfems; ethundrede og ni,0
29989,firehundrede og toogtredive; femhundrede og fireogtyve,1
29990,otteogfyrre; nihundrede og enoghalvfems,1
29991,syvhundrede og syvoghalvfjerds; nihundrede og seksogfyrre,1
29992,syvhundrede og tyve; tohundrede og treoghalvfems,0
29993,tohundrede og toogfyrre; syvogtredive,0
29994,ethundrede og syvogtyve; trehundrede og femogtyve,1
29995,firehundrede og treds; ottehundrede og syvogfirs,1
29996,ottehundrede og fyrre; tohundrede og otteogfyrre,0
29997,femhundrede og niogtreds; syvhundrede og treoghalvfjerds,1
29998,trehundrede og tooghalvtreds; ethundrede og ti,0
29999,firehundrede og nioghalvfjerds; otteoghalvfems,0
30000,syvhundrede og seksogfyrre; syvhundrede og syv,0
30001,ethundrede og treogtyve; sekshundrede og tredive,1
30002,femhundrede og tredive; ethundrede og otte,0
30003,tohundrede og enogtredive; nihundrede og seksogfirs,1
30004,ethundrede og fireoghalvfems; treogfirs,0
30005,femhundrede og fireoghalvfjerds; sekshundrede og halvfems,1
30006,femhundrede og syvoghalvfems; trehundrede og halvfems,0
30007,fireogfyrre; tohundrede og enogtreds,1
30008,trehundrede og treogtredive; nihundrede og fireoghalvfems,1
30009,ethundrede og syv; trehundrede og to,1
30010,sekshundrede og treoghalvtreds; enogfirs,0
30011,nihundrede og ni; sekshundrede og halvtreds,0
30012,femhundrede og femten; sekshundrede og tooghalvfjerds,1
30013,syvhundrede og fireoghalvfjerds; femogtreds,0
30014,nihundrede og halvtreds; firehundrede og fireoghalvfems,0
